"PA","SZ","Age","Sex","Pop","age_binned"
"Pasir Ris","Pasir Ris Drive",37,"Females",310,"35-54"
"Pasir Ris","Pasir Ris Drive",38,"Males",250,"35-54"
"Pasir Ris","Pasir Ris Drive",38,"Females",240,"35-54"
"Pasir Ris","Pasir Ris Drive",39,"Males",250,"35-54"
"Pasir Ris","Pasir Ris Drive",39,"Females",220,"35-54"
"Pasir Ris","Pasir Ris Drive",40,"Males",230,"35-54"
"Pasir Ris","Pasir Ris Drive",40,"Females",270,"35-54"
"Pasir Ris","Pasir Ris Drive",41,"Males",240,"35-54"
"Pasir Ris","Pasir Ris Drive",41,"Females",280,"35-54"
"Pasir Ris","Pasir Ris Drive",42,"Males",270,"35-54"
"Pasir Ris","Pasir Ris Drive",42,"Females",270,"35-54"
"Pasir Ris","Pasir Ris Drive",43,"Males",230,"35-54"
"Pasir Ris","Pasir Ris Drive",43,"Females",260,"35-54"
"Pasir Ris","Pasir Ris Drive",44,"Males",260,"35-54"
"Pasir Ris","Pasir Ris Drive",44,"Females",310,"35-54"
"Pasir Ris","Pasir Ris Drive",45,"Males",240,"35-54"
"Pasir Ris","Pasir Ris Drive",45,"Females",290,"35-54"
"Pasir Ris","Pasir Ris Drive",46,"Males",240,"35-54"
"Pasir Ris","Pasir Ris Drive",46,"Females",260,"35-54"
"Pasir Ris","Pasir Ris Drive",47,"Males",250,"35-54"
"Pasir Ris","Pasir Ris Drive",47,"Females",280,"35-54"
"Pasir Ris","Pasir Ris Drive",48,"Males",240,"35-54"
"Pasir Ris","Pasir Ris Drive",48,"Females",300,"35-54"
"Pasir Ris","Pasir Ris Drive",49,"Males",280,"35-54"
"Pasir Ris","Pasir Ris Drive",49,"Females",340,"35-54"
"Pasir Ris","Pasir Ris Drive",50,"Males",280,"35-54"
"Pasir Ris","Pasir Ris Drive",50,"Females",330,"35-54"
"Pasir Ris","Pasir Ris Drive",51,"Males",310,"35-54"
"Pasir Ris","Pasir Ris Drive",51,"Females",350,"35-54"
